// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	2.052083	D2	38	34	0	1.800000	D2	38	34	
1	2.527083	D2	38	29	1	2.101508	D2	38	35	
2	2.875000	D2	38	38	2	2.403016	D2	38	35	
3	3.331250	A4	69	56	6	2.705289	A4	69	50	
4	3.343750	C4	60	49	4	2.705289	C4	60	50	
5	3.343750	F#4	66	49	5	2.705289	F#4	66	50	
6	3.344792	D2	38	42	3	2.705289	D2	38	36	
7	3.816667	D2	38	36	7	3.006797	D2	38	37	
8	4.221875	D2	38	40	8	3.308305	D2	38	38	
9	4.786458	A4	69	65	12	3.609813	A4	69	52	
10	4.801042	B3	59	57	10	3.609813	B3	59	52	
11	4.802083	D4	62	51	11	3.609813	D4	62	52	
12	4.808333	D2	38	46	9	3.609813	D2	38	39	
13	5.375000	D2	38	41	13	3.911321	D2	38	40	
14	5.378125	G4	67	65	14	3.911321	G4	67	53	
15	5.794792	D2	38	43	15	4.212829	D2	38	40	
16	6.165625	D2	38	33	16	4.514337	D2	38	41	
17	6.525000	D2	38	35	17	4.815845	D2	38	42	
18	6.925000	D2	38	49	18	5.117353	D2	38	43	
19	6.926042	F#4	66	57	21	5.117353	F#4	66	56	
20	6.935417	G3	55	45	19	5.117353	G3	55	56	
21	6.936458	B3	59	49	20	5.117353	B3	59	56	
22	7.135417	E4	64	53	22	5.268107	E4	64	57	
23	7.394792	D2	38	47	23	5.418861	D2	38	44	
24	7.394792	D4	62	54	26	5.418861	D4	62	57	
25	7.396875	G3	55	46	25	5.418861	G3	55	57	
26	7.398958	E3	52	50	24	5.418861	E3	52	48	
27	7.816667	D2	38	33	27	5.720369	D2	38	45	
28	8.169792	D2	38	41	28	6.021877	D2	38	46	
29	8.183333	C#4	61	56	29	6.021877	C#4	61	59	
30	8.193750	G3	55	32	*	-1	*	-1	-1	
31	8.596875	B3	59	62	33	6.323385	B3	59	60	
32	8.613542	G3	55	41	32	6.323385	G3	55	60	
33	8.614583	D3	50	44	31	6.323385	D3	50	51	
34	8.615625	D2	38	48	30	6.323385	D2	38	46	
35	8.983333	D2	38	43	34	6.624893	D2	38	47	
36	9.364583	A3	57	54	36	6.926401	A3	57	61	
37	9.378125	D2	38	45	35	6.926401	D2	38	48	
38	9.833333	A3	57	50	40	7.227909	A3	57	62	
39	9.852083	D3	50	40	38	7.227909	D3	50	53	
40	9.854167	D2	38	44	37	7.227909	D2	38	49	
41	9.862500	F#3	54	39	39	7.227909	F#3	54	62	
42	10.235417	D2	38	39	41	7.529417	D2	38	50	
43	10.617708	D2	38	42	42	7.830925	D2	38	51	
44	11.032292	D4	62	49	46	8.132433	D4	62	65	
45	11.037500	A3	57	43	45	8.132433	A3	57	65	
46	11.067708	F#2	42	40	44	8.132433	F#2	42	56	
47	11.076042	D2	38	33	43	8.132433	D2	38	51	
48	11.469792	D2	38	35	47	8.433941	D2	38	52	
49	11.841667	D2	38	39	48	8.735449	D2	38	53	
50	12.223958	E4	64	45	52	9.036957	E4	64	66	
51	12.233333	C#4	61	37	51	9.036957	C#4	61	66	
52	12.239583	A2	45	38	50	9.036957	A2	45	58	
53	12.245833	D2	38	33	49	9.036957	D2	38	50	
54	12.625000	D2	38	30	53	9.338465	D2	38	48	
55	12.625000	A2	45	27	*	-1	*	-1	-1	
56	12.985417	F#4	66	42	56	9.639973	F#4	66	58	
57	12.988542	D2	38	34	54	9.639973	D2	38	46	
58	12.994792	A2	45	28	*	-1	*	-1	-1	
59	12.997917	D4	62	27	55	9.639973	D4	62	58	
60	13.154167	G4	67	48	58	9.790727	G4	67	56	
61	13.156250	E4	64	39	57	9.790727	E4	64	56	
62	13.380208	F#4	66	39	62	9.941481	F#4	66	52	
63	13.384375	D2	38	40	59	9.941481	D2	38	44	
64	13.385417	A4	69	40	*	-1	*	-1	-1	
65	13.393750	D4	62	25	61	9.941481	D4	62	52	
66	13.796875	D4	62	35	*	-1	*	-1	-1	
67	13.800000	D3	50	44	63	10.242989	D3	50	42	
68	13.807292	F#4	66	30	*	-1	*	-1	-1	
69	14.183333	D3	50	35	64	10.544497	D3	50	40	
70	14.553125	D4	62	57	66	10.846005	D4	62	47	
71	14.586458	D3	50	35	65	10.846005	D3	50	38	
72	14.953125	D3	50	42	67	11.147513	D3	50	36	
73	15.313542	D3	50	40	68	11.449021	D3	50	37	
74	15.719792	A5	81	70	72	11.751295	A5	81	46	
75	15.723958	D3	50	42	69	11.751295	D3	50	37	
76	15.760417	C5	72	44	71	11.751295	C5	72	46	
77	15.761458	F#3	54	43	70	11.751295	F#3	54	44	
78	15.761458	A4	69	38	*	-1	*	-1	-1	
79	16.041667	F#3	54	27	*	-1	*	-1	-1	
80	16.123958	D3	50	31	73	12.052803	D3	50	38	
