// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	2.787500	C#5	73	55	0	0.000000	C#5	73	49	
1	3.306250	D5	74	55	1	0.357143	D5	74	49	
2	3.513542	E5	76	53	5	0.476190	E5	76	49	
3	3.551042	A2	45	36	2	0.476190	A2	45	36	
4	3.553125	C#4	61	40	3	0.476190	C#4	61	36	
5	3.623958	E4	64	10	4	0.476190	A4	69	36	
6	3.879167	C#3	49	46	6	0.714285	C#3	49	36	
7	4.136458	E3	52	44	7	0.952380	E3	52	36	
8	4.404167	A3	57	50	8	1.190475	A3	57	36	
9	4.656250	D5	74	53	13	1.428570	D5	74	49	
10	4.685417	B2	47	37	9	1.428570	B2	47	36	
11	4.711458	D4	62	37	10	1.428570	D4	62	36	
12	4.712500	G#4	68	44	12	1.428570	G#4	68	36	
13	4.989583	D3	50	42	14	1.666665	D3	50	36	
14	5.056250	C#5	73	64	15	1.785713	C#5	73	49	
15	5.172917	B4	71	71	17	1.904760	B4	71	49	
16	5.207292	E3	52	46	16	1.904760	E3	52	36	
17	5.471875	C#5	73	74	19	2.142855	C#5	73	49	
18	5.487500	G#3	56	51	18	2.142855	G#3	56	36	
19	5.494792	G#4	68	53	*	-1	*	-1	-1	
20	5.747917	C#3	49	46	20	2.380950	C#3	49	36	
21	5.775000	E4	64	53	22	2.380950	E4	64	49	
22	5.784375	C#5	73	48	*	-1	*	-1	-1	
23	5.797917	C#4	61	46	21	2.380950	C#4	61	49	
24	6.071875	A3	57	43	23	2.619045	A3	57	36	
25	6.315625	E3	52	54	24	2.857140	E3	52	36	
26	6.556250	C#3	49	58	25	3.095235	C#3	49	36	
27	6.816667	A3	57	48	*	-1	*	-1	-1	
28	6.820833	A2	45	56	26	3.333330	A2	45	36	
29	7.086458	E2	40	44	27	3.571425	E2	40	36	
30	7.092708	F#4	66	62	28	3.571425	F#4	66	49	
31	7.321875	C#2	37	48	29	3.809520	C#2	37	36	
32	7.364583	G#4	68	70	30	3.809520	G#4	68	49	
33	7.592708	A1	33	37	31	4.047615	A1	33	36	
34	7.593750	A4	69	74	32	4.047615	A4	69	49	
35	7.847917	G#1	32	45	33	4.285710	G#1	32	36	
36	7.885417	G#2	44	36	*	-1	*	-1	-1	
37	7.894792	B4	71	65	36	4.285710	B4	71	49	
38	7.936458	D4	62	36	34	4.285710	D4	62	36	
39	8.218750	B4	71	43	*	-1	*	-1	-1	
40	8.219792	B2	47	49	37	4.523805	B2	47	36	
41	8.458333	E3	52	49	38	4.761900	E3	52	36	
42	8.666667	C#5	73	71	40	4.999995	C#5	73	49	
43	8.675000	G#3	56	51	39	4.999995	G#3	56	36	
44	8.683333	G#4	68	56	*	-1	*	-1	-1	
45	8.703125	E3	52	41	*	-1	*	-1	-1	
46	8.994792	D5	74	53	44	5.238090	D5	74	49	
47	9.018750	E2	40	36	41	5.238090	E2	40	36	
48	9.020833	D4	62	44	42	5.238090	D4	62	36	
49	9.020833	G#4	68	38	43	5.238090	E4	64	36	
50	9.307292	B2	47	42	45	5.476185	B2	47	36	
51	9.404167	F#5	78	63	46	5.595232	F#5	78	49	
52	9.541667	B4	71	62	48	5.714280	B4	71	49	
53	9.571875	E2	40	40	*	-1	*	-1	-1	
54	9.571875	E3	52	47	47	5.714280	E3	52	36	
55	9.805208	E5	76	61	50	5.952375	E5	76	49	
56	9.811458	G#3	56	54	49	5.952375	G#3	56	36	
57	9.812500	B4	71	52	*	-1	*	-1	-1	
58	9.813542	G#4	68	55	*	-1	*	-1	-1	
59	10.102083	A2	45	46	51	6.190470	A2	45	36	
60	10.117708	C#5	73	65	54	6.190470	C#5	73	49	
61	10.144792	C#4	61	52	52	6.190470	C#4	61	36	
62	10.151042	E4	64	46	53	6.190470	E4	64	36	
63	10.415625	C#3	49	52	55	6.428565	C#3	49	36	
64	10.672917	E3	52	55	56	6.666660	E3	52	36	
65	10.921875	A3	57	54	57	6.904755	A3	57	36	
66	10.922917	A4	69	55	*	-1	*	-1	-1	
67	11.182292	C#4	61	53	58	7.142850	C#4	61	36	
68	11.452083	A3	57	48	59	7.380945	A3	57	36	
69	11.714583	E3	52	49	60	7.619040	E3	52	36	
70	11.714583	C#5	73	76	61	7.619040	C#5	73	49	
71	11.993750	C#3	49	49	62	7.857135	C#3	49	36	
72	12.144792	D5	74	76	63	7.976183	D5	74	49	
73	12.175000	C#3	49	39	*	-1	*	-1	-1	
74	12.321875	Bb2	46	45	64	8.095230	Bb2	46	36	
75	12.363542	E5	76	71	67	8.095230	E5	76	49	
76	12.394792	E4	64	53	65	8.095230	E4	64	36	
77	12.409375	G4	67	52	66	8.095230	G4	67	36	
78	12.698958	E3	52	50	68	8.333325	E3	52	36	
79	12.933333	G3	55	55	69	8.571420	G3	55	49	
80	13.183333	C#4	61	55	70	8.809515	C#4	61	49	
81	13.456250	B2	47	43	71	9.047610	B2	47	62	
82	13.464583	D5	74	55	74	9.047610	D5	74	62	
83	13.493750	D4	62	46	72	9.047610	D4	62	49	
84	13.493750	F#4	66	48	73	9.047610	F#4	66	49	
85	13.744792	D3	50	49	75	9.285705	D3	50	62	
86	13.850000	C#5	73	67	76	9.404753	C#5	73	62	
87	13.977083	B4	71	72	78	9.523800	B4	71	62	
88	14.004167	F#3	54	48	77	9.523800	F#3	54	62	
89	14.242708	C#5	73	78	80	9.761895	C#5	73	62	
90	14.275000	B3	59	42	79	9.761895	B3	59	62	
91	14.485417	C#3	49	43	81	9.999990	C#3	49	62	
92	14.537500	F#4	66	63	83	9.999990	F#4	66	62	
93	14.573958	E4	64	42	82	9.999990	E4	64	49	
94	14.826042	F#3	54	53	84	10.238085	F#3	54	62	
95	15.062500	Bb3	58	46	85	10.476180	Bb3	58	62	
96	15.305208	C#4	61	49	86	10.714275	C#4	61	62	
