// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.756250	F#4	66	44	0	0.000000	F#4	66	64	
1	0.968750	Bb4	70	60	1	0.170455	Bb4	70	64	
2	1.181250	C#5	73	63	2	0.340909	C#5	73	64	
3	1.388542	Bb4	70	63	3	0.511364	Bb4	70	64	
4	1.588542	F#4	66	50	4	0.681818	F#4	66	64	
5	1.785417	C#5	73	74	5	0.852272	C#5	73	64	
6	2.023958	C#5	73	74	8	1.085227	C#5	73	50	
7	2.213542	Bb3	58	54	10	1.193182	Bb3	58	64	
8	2.222917	C#5	73	51	11	1.210227	C#5	73	59	
9	2.438542	C#4	61	49	14	1.363636	C#4	61	64	
10	2.644792	Bb3	58	50	15	1.534091	Bb3	58	64	
11	2.867708	F#3	54	47	16	1.704545	F#3	54	64	
12	3.077083	Eb4	63	48	17	1.875000	Eb4	63	64	
13	3.326042	Eb4	63	52	18	2.045454	Eb4	63	64	
14	3.509375	Bb4	70	59	19	2.215909	Bb4	70	64	
15	3.716667	B4	71	59	20	2.386363	B4	71	64	
16	3.932292	C#4	61	54	21	2.556818	C#4	61	64	
17	4.129167	C#5	73	63	22	2.727272	C#5	73	64	
18	4.359375	Bb4	70	62	23	2.897727	Bb4	70	64	
19	4.557292	B3	59	62	24	3.068181	B3	59	64	
20	4.735417	Eb5	75	66	25	3.238636	Eb5	75	64	
21	4.961458	G#4	68	62	26	3.409090	G#4	68	64	
22	5.165625	Bb3	58	56	27	3.579545	Bb3	58	64	
23	5.357292	Bb4	70	64	28	3.749999	Bb4	70	64	
24	5.573958	F#4	66	57	29	3.920454	F#4	66	64	
25	5.785417	G#3	56	53	30	4.090908	G#3	56	64	
26	5.946875	B4	71	58	31	4.261363	B4	71	64	
27	6.183333	F4	65	51	32	4.431817	F4	65	64	
28	6.414583	F#4	66	44	33	4.602272	F#3	54	64	
29	6.573958	B4	71	59	34	4.772726	B4	71	64	
30	6.794792	Eb4	63	51	35	4.943181	Eb4	63	64	
31	7.026042	F2	41	41	*	-1	*	-1	-1	
