// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.808333	D2	38	70	0	1.097617	D2	38	46	
1	0.888542	A2	45	74	1	1.163494	A2	45	51	
2	0.953125	D3	50	74	2	1.224400	D3	50	55	
3	1.047917	F3	53	91	3	1.280892	F3	53	63	
4	1.108333	D4	62	96	5	1.280892	D4	62	55	
5	1.112500	A3	57	102	4	1.280892	A3	57	55	
6	1.115625	A4	69	97	6	1.280892	A4	69	65	
7	2.023958	E2	40	66	7	2.043016	E2	40	44	
8	2.114583	A2	45	69	8	2.112366	A2	45	48	
9	2.181250	C#3	49	80	9	2.177011	C#3	49	53	
10	2.251042	G3	55	96	10	2.237460	G3	55	48	
11	2.291667	C#4	61	96	12	2.237460	C#4	61	61	
12	2.294792	A3	57	104	11	2.237460	A3	57	61	
13	2.300000	A4	69	97	13	2.237460	A4	69	72	
14	2.363542	G4	67	30	*	-1	*	-1	-1	
15	4.551042	A4	69	72	15	3.527061	A4	69	63	
16	4.565625	A3	57	58	14	3.527061	A3	57	54	
17	5.333333	A4	69	69	22	3.936897	A4	69	70	
18	5.341667	A3	57	64	20	3.936897	A3	57	70	
19	5.350000	F2	41	43	16	3.936897	F2	41	50	
20	5.350000	D4	62	57	21	3.936897	D4	62	59	
21	5.357292	D3	50	46	18	3.936897	D3	50	59	
22	5.358333	F3	53	45	19	3.936897	F3	53	59	
23	5.369792	A2	45	47	17	3.936897	A2	45	50	
24	6.558333	E3	52	96	26	4.857142	E3	52	60	
25	6.560417	A3	57	92	27	4.857142	A3	57	68	
26	6.560417	A4	69	86	30	4.857142	A4	69	68	
27	6.567708	C4	60	82	28	4.857142	C4	60	57	
28	6.568750	E4	64	80	29	4.857142	E4	64	57	
29	6.571875	C3	48	82	25	4.857142	C3	48	51	
30	6.576042	A2	45	77	24	4.857142	A2	45	51	
31	6.581250	E2	40	73	23	4.857142	E2	40	51	
32	7.738542	A4	69	91	38	5.882958	A4	69	75	
33	7.742708	A3	57	95	35	5.882958	A3	57	48	
34	7.742708	C4	60	85	36	5.882958	C4	60	47	
35	7.744792	Eb3	51	93	34	5.882958	Eb3	51	59	
36	7.747917	C3	48	83	33	5.882958	C3	48	54	
37	7.756250	Eb2	39	77	31	5.882958	Eb2	39	40	
38	7.758333	F#4	66	76	37	5.882958	F#4	66	59	
39	7.759375	A2	45	77	32	5.882958	A2	45	45	
40	8.706250	Eb2	39	50	39	6.835339	Eb2	39	47	
41	8.816667	A2	45	53	40	6.835339	A2	45	35	
42	8.900000	C3	48	63	41	6.835339	C3	48	47	
43	9.031250	Eb3	51	59	42	6.835339	Eb3	51	56	
44	9.148958	F#4	66	56	44	6.835339	F#4	66	62	
45	9.152083	C4	60	59	43	6.835339	C4	60	52	
46	9.254167	G#2	44	54	45	6.976848	G#2	44	36	
47	9.344792	A2	45	68	46	7.118358	A2	45	39	
48	9.440625	G#2	44	67	*	-1	*	-1	-1	
49	9.509375	A2	45	75	*	-1	*	-1	-1	
50	9.573958	G#2	44	76	47	7.252286	G#2	44	42	
51	9.655208	A2	45	83	48	7.386215	A2	45	44	
52	9.725000	G#2	44	76	*	-1	*	-1	-1	
53	9.803125	A2	45	83	*	-1	*	-1	-1	
54	9.876042	G#2	44	79	49	7.511215	G#2	44	46	
55	9.967708	A2	45	80	50	7.636215	A2	45	47	
56	10.039583	G#2	44	81	51	7.755263	G#2	44	47	
57	10.135417	A2	45	74	53	7.869772	A2	45	49	
58	10.216667	C3	48	94	54	7.869772	C3	48	44	
59	10.219792	G#2	44	78	*	-1	*	-1	-1	
60	10.228125	Eb2	39	85	52	7.869772	Eb2	39	39	
61	10.240625	A3	57	111	56	7.869772	A3	57	51	
62	10.250000	F#4	66	93	58	7.869772	F#4	66	55	
