// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.950521	C6	84	84	1	0.187500	C6	84	127	
1	0.972656	C3	48	63	0	0.187500	C3	48	127	
2	1.544271	E3	52	57	2	0.656250	E3	52	127	
3	1.558594	G5	79	68	3	0.656250	G5	79	127	
4	1.626302	G3	55	61	4	0.750000	G3	55	127	
5	1.653646	E5	76	68	5	0.750000	E5	76	127	
6	1.709635	C5	72	69	7	0.843750	C5	72	127	
7	1.712240	C4	60	60	6	0.843750	C4	60	127	
8	1.816406	E4	64	64	8	0.937500	E4	64	127	
9	1.819010	G4	67	75	9	0.937500	G4	67	127	
10	2.610677	A4	69	71	11	1.687500	A4	69	127	
11	2.636719	E4	64	78	10	1.687500	E4	64	127	
12	2.694010	G4	67	58	12	1.781250	G4	67	127	
13	2.740885	A4	69	73	*	-1	*	-1	-1	
14	2.820312	G4	67	55	*	-1	*	-1	-1	
15	2.876302	A4	69	70	13	1.875000	A4	69	127	
16	2.944010	G4	67	63	14	1.968750	G4	67	127	
17	2.998698	A4	69	74	15	2.062500	A4	69	127	
18	3.065104	G4	67	57	16	2.156250	G4	67	127	
19	3.121094	A4	69	65	17	2.250000	A4	69	127	
20	3.194010	G4	67	74	18	2.343750	G4	67	127	
21	3.714844	C6	84	82	20	2.453125	C6	84	127	
22	3.722656	C3	48	64	19	2.453125	C3	48	127	
23	4.290365	F3	53	50	21	2.921875	F3	53	127	
24	4.292969	A5	81	76	22	2.921875	A5	81	127	
25	4.367188	A3	57	62	23	3.015625	A3	57	127	
26	4.376302	F5	77	72	24	3.015625	F5	77	127	
27	4.446615	C5	72	66	26	3.109375	C5	72	127	
28	4.460938	C4	60	54	25	3.109375	C4	60	127	
29	4.545573	F4	65	68	27	3.203125	F4	65	127	
30	4.552083	A4	69	76	28	3.203125	A4	69	127	
31	5.343750	F4	65	72	29	3.953125	F4	65	127	
32	5.345052	B4	71	63	30	3.953125	B4	71	127	
33	5.415365	A4	69	53	31	4.046875	A4	69	127	
34	5.467448	B4	71	71	32	4.140625	B4	71	127	
35	5.535156	A4	69	66	33	4.234375	A4	69	127	
36	5.585938	B4	71	76	*	-1	*	-1	-1	
37	5.667969	A4	69	64	*	-1	*	-1	-1	
38	5.718750	B4	71	67	34	4.328125	B4	71	127	
39	5.805990	A4	69	57	35	4.421875	A4	69	127	
40	5.852865	B4	71	69	36	4.515625	B4	71	127	
41	5.925781	A4	69	78	*	-1	*	-1	-1	
42	6.078125	A4	69	32	37	4.609375	A4	69	127	
43	6.354167	C6	84	85	39	4.718750	C6	84	127	
44	6.367188	C3	48	65	38	4.718750	C3	48	127	
45	6.975260	E3	52	55	40	5.187500	E3	52	127	
46	6.996094	G5	79	66	41	5.187500	G5	79	127	
47	7.046875	G3	55	63	42	5.281250	G3	55	127	
48	7.078125	E5	76	73	43	5.281250	E5	76	127	
49	7.144531	C4	60	56	44	5.375000	C4	60	127	
50	7.149740	C5	72	62	45	5.375000	C5	72	127	
51	7.242188	G4	67	76	47	5.468750	G4	67	127	
52	7.250000	E4	64	65	46	5.468750	E4	64	127	
53	8.075521	A4	69	76	49	6.218750	A4	69	127	
54	8.091146	E4	64	84	48	6.218750	E4	64	127	
55	8.162760	G4	67	72	50	6.312500	G4	67	127	
56	8.208333	A4	69	76	51	6.406250	A4	69	127	
57	8.281250	G4	67	66	52	6.500000	G4	67	127	
58	8.345052	A4	69	76	*	-1	*	-1	-1	
59	8.425781	G4	67	69	*	-1	*	-1	-1	
60	8.480469	A4	69	73	53	6.593750	A4	69	127	
61	8.555990	G4	67	75	54	6.687500	G4	67	127	
62	8.610677	A4	69	70	55	6.781250	A4	69	127	
63	8.684896	G4	67	76	56	6.875000	G4	67	127	
64	9.144531	F5	77	85	58	6.984375	F5	77	127	
65	9.157552	G2	43	64	57	6.984375	G2	43	127	
66	9.389323	D5	74	74	59	7.171875	D5	74	127	
67	9.605469	B4	71	76	60	7.359375	B4	71	127	
68	9.824219	G4	67	77	61	7.546875	G4	67	127	
69	10.076823	F5	77	82	64	7.734375	F5	77	127	
70	10.083333	D5	74	74	63	7.734375	D5	74	127	
71	10.108073	G2	43	64	62	7.734375	G2	43	127	
72	10.528646	E5	76	72	66	8.109375	E5	76	127	
73	10.535156	C5	72	68	65	8.109375	C5	72	127	
74	11.002604	G2	43	72	67	8.484375	G2	43	127	
75	11.449219	B4	71	66	68	8.859375	B4	71	127	
76	11.449219	D5	74	78	69	8.859375	D5	74	127	
77	11.838542	C2	36	63	70	9.234375	C2	36	127	
78	11.910156	C3	48	74	71	9.234375	C3	48	127	
79	11.912760	G5	79	83	72	9.234375	G5	79	127	
80	12.154948	E5	76	71	73	9.421875	E5	76	127	
81	12.363281	E5	76	75	74	9.609375	E5	76	127	
82	12.572917	C5	72	73	75	9.796875	C5	72	127	
83	12.812500	C5	72	76	76	9.984375	C5	72	127	
84	13.020833	G4	67	74	77	10.171875	G4	67	127	
85	13.243490	G4	67	64	78	10.359375	G4	67	127	
86	13.457031	C5	72	76	79	10.546875	C5	72	127	
87	13.789062	D5	74	81	80	10.734375	D5	74	127	
88	13.867188	C5	72	74	81	10.828125	C5	72	127	
89	13.932292	D5	74	73	82	10.921875	D5	74	127	
90	14.007812	C5	72	67	*	-1	*	-1	-1	
91	14.052083	D5	74	76	*	-1	*	-1	-1	
92	14.127604	C5	72	69	83	11.015625	C5	72	127	
93	14.184896	D5	74	71	84	11.109375	D5	74	127	
94	14.263021	C5	72	63	85	11.203125	C5	72	127	
95	14.329427	D5	74	69	86	11.296875	B4	71	127	
96	14.404948	C5	72	67	87	11.390625	C5	72	127	
97	15.201823	C6	84	59	89	11.562500	C6	84	127	
98	15.231771	C3	48	37	88	11.562500	C3	48	127	
99	15.786458	E3	52	44	90	12.031250	E3	52	127	
100	15.809896	G5	79	56	91	12.031250	G5	79	127	
101	15.903646	E5	76	57	93	12.125000	E5	76	127	
102	15.964844	C5	72	58	95	12.218750	C5	72	127	
103	15.992188	C4	60	45	94	12.218750	C4	60	127	
104	16.072917	G4	67	63	97	12.312500	G4	67	127	
105	16.082031	E4	64	55	96	12.312500	E4	64	127	
106	16.906250	A4	69	61	99	13.062500	A4	69	127	
107	16.921875	E4	64	61	98	13.062500	E4	64	127	
108	16.970052	G4	67	58	100	13.156250	G4	67	127	
109	17.015625	A4	69	70	*	-1	*	-1	-1	
110	17.089844	G4	67	65	*	-1	*	-1	-1	
111	17.164062	A4	69	61	101	13.250000	A4	69	127	
112	17.227865	G4	67	63	102	13.343750	G4	67	127	
113	17.276042	A4	69	69	103	13.437500	A4	69	127	
114	17.367188	G4	67	58	104	13.531250	G4	67	127	
115	17.408854	A4	69	56	105	13.625000	A4	69	127	
116	17.473958	G4	67	70	106	13.718750	G4	67	127	
117	17.920573	C6	84	77	108	13.843750	C6	84	127	
118	17.941406	C3	48	57	107	13.843750	C3	48	127	
119	18.513021	F3	53	46	109	14.312500	F3	53	127	
120	18.520833	A5	81	65	110	14.312500	A5	81	127	
121	18.600260	F5	77	69	112	14.406250	F5	77	127	
122	18.609375	A3	57	52	111	14.406250	A3	57	127	
123	18.679688	C5	72	62	114	14.500000	C5	72	127	
124	18.692708	C4	60	47	113	14.500000	C4	60	127	
125	18.785156	A4	69	70	116	14.593750	A4	69	127	
126	18.792969	F4	65	57	115	14.593750	F4	65	127	
127	19.613281	B4	71	52	118	15.343750	B4	71	127	
128	19.625000	F4	65	54	117	15.343750	F4	65	127	
129	19.691406	A4	69	42	119	15.437500	A4	69	127	
130	19.747396	B4	71	58	120	15.531250	B4	71	127	
131	19.820312	A4	69	50	121	15.625000	A4	69	127	
132	19.888021	B4	71	66	*	-1	*	-1	-1	
133	19.972656	A4	69	52	*	-1	*	-1	-1	
134	20.026042	B4	71	62	122	15.718750	B4	71	127	
135	20.098958	A4	69	57	123	15.812500	A4	69	127	
136	20.153646	B4	71	60	124	15.906250	B4	71	127	
137	20.221354	A4	69	61	125	16.000000	A4	69	127	
138	20.729167	C6	84	65	127	16.125000	C6	84	127	
139	20.755208	C3	48	44	126	16.125000	C3	48	127	
140	21.373698	G5	79	57	129	16.593750	G5	79	127	
141	21.375000	E3	52	44	128	16.593750	E3	52	127	
142	21.451823	E5	76	61	131	16.687500	E5	76	127	
143	21.471354	G3	55	26	130	16.687500	G3	55	127	
144	21.526042	C5	72	55	133	16.781250	C5	72	127	
145	21.566406	C4	60	38	132	16.781250	C4	60	127	
146	21.625000	G4	67	64	135	16.875000	G4	67	127	
147	21.675781	E4	64	30	134	16.875000	E4	64	127	
148	22.441406	A4	69	65	137	17.625000	A4	69	127	
149	22.454427	E4	64	59	136	17.625000	E4	64	127	
150	22.516927	G4	67	49	138	17.718750	G4	67	127	
151	22.579427	A4	69	63	139	17.812500	A4	69	127	
152	22.644531	G4	67	63	140	17.906250	G4	67	127	
153	22.700521	A4	69	74	141	18.000000	A4	69	127	
154	22.787760	G4	67	62	142	18.093750	G4	67	127	
155	22.839844	A4	69	66	143	18.187500	A4	69	127	
156	22.925781	G4	67	58	144	18.281250	G4	67	127	
157	23.401042	F5	77	81	146	18.390625	F5	77	127	
158	23.414062	G2	43	67	145	18.390625	G2	43	127	
159	23.621094	D5	74	74	147	18.578125	D5	74	127	
160	23.858073	B4	71	69	148	18.765625	B4	71	127	
161	24.075521	G4	67	74	149	18.953125	G4	67	127	
162	24.330729	F5	77	81	152	19.140625	F5	77	127	
163	24.345052	D5	74	69	151	19.140625	D5	74	127	
164	24.350260	G2	43	59	150	19.140625	G2	43	127	
165	24.799479	E5	76	77	154	19.515625	E5	76	127	
166	24.807292	C5	72	72	153	19.515625	C5	72	127	
167	25.240885	G2	43	73	155	19.890625	G2	43	127	
168	25.695312	D5	74	78	157	20.265625	D5	74	127	
169	25.707031	B4	71	57	156	20.265625	B4	71	127	
170	26.139323	G5	79	84	160	20.640625	G5	79	127	
171	26.140625	C3	48	68	159	20.640625	C3	48	127	
172	26.152344	C2	36	58	158	20.640625	C2	36	127	
173	26.389323	E5	76	78	161	20.828125	E5	76	127	
174	26.621094	E5	76	75	162	21.015625	E5	76	127	
175	26.825521	C5	72	72	163	21.203125	C5	72	127	
176	27.070312	C5	72	74	164	21.390625	C5	72	127	
177	27.274740	G4	67	60	165	21.578125	G4	67	127	
178	27.496094	G4	67	56	166	21.765625	G4	67	127	
179	27.709635	C5	72	66	167	21.953125	C5	72	127	
180	27.971354	D5	74	59	168	22.140625	D5	74	127	
