// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.087500	G#3	56	67	0	0.000000	G#3	56	64	
1	1.087500	Eb4	63	90	1	0.000000	Eb4	63	64	
2	1.089583	C4	60	67	2	0.000000	C4	60	64	
3	1.440625	G#4	68	81	3	0.300000	G#4	68	64	
4	1.555208	G4	67	89	4	0.450000	G4	67	64	
5	1.685417	G#4	68	72	5	0.600000	G#4	68	64	
6	1.979167	C5	72	72	6	0.900000	C5	72	64	
7	2.268750	Eb4	63	74	7	1.200000	Eb4	63	64	
8	2.550000	G#4	68	80	8	1.500000	G#4	68	64	
9	2.853125	Eb4	63	93	9	1.800000	Eb4	63	64	
10	2.854167	G3	55	77	11	1.800000	G3	55	64	
11	2.858333	Bb3	58	74	10	1.800000	Bb3	58	64	
12	3.160417	Bb4	70	82	12	2.100000	Bb4	70	64	
13	3.266667	G#4	68	90	13	2.250000	G#4	68	64	
14	3.379167	Bb4	70	85	14	2.400000	Bb4	70	64	
15	3.678125	C#5	73	78	15	2.700000	C#5	73	64	
16	3.936458	Eb4	63	65	16	3.000000	Eb4	63	64	
17	4.217708	Bb4	70	70	17	3.300000	Bb4	70	64	
18	4.503125	C5	72	75	18	3.600000	C5	72	64	
19	4.789583	G#3	56	71	19	3.900000	G#3	56	64	
20	4.885417	G3	55	66	20	4.050000	G3	55	64	
21	5.025000	Eb5	75	58	22	4.200000	Eb5	75	64	
22	5.027083	G#3	56	67	24	4.200000	G#3	56	64	
23	5.029167	G#5	80	93	23	4.200000	G#5	80	64	
24	5.034375	C5	72	75	21	4.200000	C5	72	64	
25	5.329167	C4	60	59	25	4.500000	C4	60	64	
26	5.615625	Eb3	51	65	26	4.800000	Eb3	51	64	
27	5.859375	Eb5	75	77	28	5.100000	Eb5	75	64	
28	5.864583	G#3	56	64	29	5.100000	G#3	56	64	
29	5.867708	C5	72	67	27	5.100000	C5	72	64	
30	6.150000	C#5	73	82	30	5.400000	C#5	73	64	
31	6.151042	Bb4	70	82	31	5.400000	Bb4	70	64	
32	6.466667	Bb3	58	75	32	5.700000	Bb3	58	64	
33	6.560417	G#3	56	76	33	5.850000	G#3	56	64	
34	6.704167	Bb3	58	76	35	6.000000	Bb3	58	64	
35	6.717708	G5	79	94	34	6.000000	G5	79	64	
36	7.020833	C#4	61	70	36	6.300000	C#4	61	64	
37	7.268750	Eb3	51	67	37	6.600000	Eb3	51	64	
38	7.540625	G5	79	77	40	6.900000	G5	79	64	
39	7.547917	Bb3	58	66	41	6.900000	Bb3	58	64	
40	7.556250	Bb4	70	65	38	6.900000	Bb4	70	64	
